[INFO] Training with hyperparameters: {'lr': 1.0, 'reg': 0.001, 'epochs': 30, 'batch_size': 128, 'hidden': [128, 64], 'activation': 'sigmoid', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr1_reg0.001_sigmoid_hidden128_64.npz', 'log_path': 'new_log/log_lr1_reg0.001_sigmoid_hidden128_64.txt'}
Epoch 1: val_acc = 0.1863, val_loss = 2.2886
Epoch 2: val_acc = 0.1697, val_loss = 2.2928
Epoch 3: val_acc = 0.1250, val_loss = 2.2970
Epoch 4: val_acc = 0.1082, val_loss = 2.2998
Epoch 5: val_acc = 0.0953, val_loss = 2.3017
Epoch 6: val_acc = 0.0943, val_loss = 2.3022
Epoch 7: val_acc = 0.1559, val_loss = 2.3022
Epoch 8: val_acc = 0.1064, val_loss = 2.3025
Epoch 9: val_acc = 0.1029, val_loss = 2.3029
Epoch 10: val_acc = 0.0953, val_loss = 2.3032
Epoch 11: val_acc = 0.0953, val_loss = 2.3028
Epoch 12: val_acc = 0.0998, val_loss = 2.3027
Epoch 13: val_acc = 0.0943, val_loss = 2.3028
Epoch 14: val_acc = 0.1004, val_loss = 2.3026
Epoch 15: val_acc = 0.1029, val_loss = 2.3028
Epoch 16: val_acc = 0.1049, val_loss = 2.3026
Epoch 17: val_acc = 0.0943, val_loss = 2.3027
Epoch 18: val_acc = 0.0943, val_loss = 2.3027
Epoch 19: val_acc = 0.1029, val_loss = 2.3025
Epoch 20: val_acc = 0.0953, val_loss = 2.3028
Epoch 21: val_acc = 0.0953, val_loss = 2.3027
Epoch 22: val_acc = 0.0953, val_loss = 2.3027
Epoch 23: val_acc = 0.1029, val_loss = 2.3027
Epoch 24: val_acc = 0.0953, val_loss = 2.3028
Epoch 25: val_acc = 0.0943, val_loss = 2.3027
Epoch 26: val_acc = 0.0977, val_loss = 2.3028
Epoch 27: val_acc = 0.0953, val_loss = 2.3027
Epoch 28: val_acc = 0.0953, val_loss = 2.3027
Epoch 29: val_acc = 0.0998, val_loss = 2.3027
Epoch 30: val_acc = 0.0953, val_loss = 2.3028
Test Accuracy: 0.1873
