[INFO] Training with hyperparameters: {'lr': 0.01, 'reg': 0.1, 'epochs': 30, 'batch_size': 128, 'hidden': [128, 64], 'activation': 'tanh', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.01_reg0.1_tanh_hidden128_64.npz', 'log_path': 'new_log/log_lr0.01_reg0.1_tanh_hidden128_64.txt'}
Epoch 1: val_acc = 0.1494, val_loss = 2.2670
Epoch 2: val_acc = 0.1719, val_loss = 2.2766
Epoch 3: val_acc = 0.1857, val_loss = 2.2897
Epoch 4: val_acc = 0.1941, val_loss = 2.2971
Epoch 5: val_acc = 0.2021, val_loss = 2.3004
Epoch 6: val_acc = 0.2084, val_loss = 2.3018
Epoch 7: val_acc = 0.2146, val_loss = 2.3023
Epoch 8: val_acc = 0.1922, val_loss = 2.3025
Epoch 9: val_acc = 0.1422, val_loss = 2.3025
Epoch 10: val_acc = 0.1096, val_loss = 2.3026
Epoch 11: val_acc = 0.1078, val_loss = 2.3026
Epoch 12: val_acc = 0.1078, val_loss = 2.3026
Epoch 13: val_acc = 0.1078, val_loss = 2.3026
Epoch 14: val_acc = 0.1078, val_loss = 2.3026
Epoch 15: val_acc = 0.1078, val_loss = 2.3026
Epoch 16: val_acc = 0.1078, val_loss = 2.3026
Epoch 17: val_acc = 0.1078, val_loss = 2.3026
Epoch 18: val_acc = 0.1078, val_loss = 2.3026
Epoch 19: val_acc = 0.1078, val_loss = 2.3026
Epoch 20: val_acc = 0.1078, val_loss = 2.3026
Epoch 21: val_acc = 0.1078, val_loss = 2.3026
Epoch 22: val_acc = 0.1078, val_loss = 2.3026
Epoch 23: val_acc = 0.1078, val_loss = 2.3026
Epoch 24: val_acc = 0.1078, val_loss = 2.3026
Epoch 25: val_acc = 0.1078, val_loss = 2.3026
Epoch 26: val_acc = 0.1078, val_loss = 2.3026
Epoch 27: val_acc = 0.1078, val_loss = 2.3026
Epoch 28: val_acc = 0.1078, val_loss = 2.3026
Epoch 29: val_acc = 0.1078, val_loss = 2.3026
Epoch 30: val_acc = 0.1078, val_loss = 2.3026
Test Accuracy: 0.1522
