[INFO] Training with hyperparameters: {'lr': 0.1, 'reg': 0.01, 'epochs': 30, 'batch_size': 128, 'hidden': [128, 64], 'activation': 'tanh', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.1_reg0.01_tanh_hidden128_64.npz', 'log_path': 'new_log/log_lr0.1_reg0.01_tanh_hidden128_64.txt'}
Epoch 1: val_acc = 0.2549, val_loss = 2.1712
Epoch 2: val_acc = 0.2723, val_loss = 2.2007
Epoch 3: val_acc = 0.2711, val_loss = 2.2407
Epoch 4: val_acc = 0.2637, val_loss = 2.2693
Epoch 5: val_acc = 0.2578, val_loss = 2.2862
Epoch 6: val_acc = 0.2238, val_loss = 2.2951
Epoch 7: val_acc = 0.1596, val_loss = 2.2994
Epoch 8: val_acc = 0.1547, val_loss = 2.3013
Epoch 9: val_acc = 0.1549, val_loss = 2.3021
Epoch 10: val_acc = 0.1209, val_loss = 2.3024
Epoch 11: val_acc = 0.0941, val_loss = 2.3025
Epoch 12: val_acc = 0.0939, val_loss = 2.3026
Epoch 13: val_acc = 0.0939, val_loss = 2.3026
Epoch 14: val_acc = 0.0939, val_loss = 2.3026
Epoch 15: val_acc = 0.0939, val_loss = 2.3026
Epoch 16: val_acc = 0.0939, val_loss = 2.3026
Epoch 17: val_acc = 0.0939, val_loss = 2.3026
Epoch 18: val_acc = 0.0939, val_loss = 2.3026
Epoch 19: val_acc = 0.0939, val_loss = 2.3026
Epoch 20: val_acc = 0.0939, val_loss = 2.3027
Epoch 21: val_acc = 0.0939, val_loss = 2.3027
Epoch 22: val_acc = 0.0939, val_loss = 2.3027
Epoch 23: val_acc = 0.0939, val_loss = 2.3027
Epoch 24: val_acc = 0.0939, val_loss = 2.3027
Epoch 25: val_acc = 0.0939, val_loss = 2.3027
Epoch 26: val_acc = 0.0939, val_loss = 2.3027
Epoch 27: val_acc = 0.0939, val_loss = 2.3027
Epoch 28: val_acc = 0.0939, val_loss = 2.3027
Epoch 29: val_acc = 0.0939, val_loss = 2.3027
Epoch 30: val_acc = 0.0939, val_loss = 2.3027
Test Accuracy: 0.1944
