[INFO] Training with hyperparameters: {'lr': 0.1, 'reg': 0.01, 'epochs': 30, 'batch_size': 128, 'hidden': [128, 64], 'activation': 'relu', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.1_reg0.01_relu_hidden128_64.npz', 'log_path': 'new_log/log_lr0.1_reg0.01_relu_hidden128_64.txt'}
Epoch 1: val_acc = 0.2264, val_loss = 2.2035
Epoch 2: val_acc = 0.2361, val_loss = 2.2256
Epoch 3: val_acc = 0.2441, val_loss = 2.2595
Epoch 4: val_acc = 0.2572, val_loss = 2.2818
Epoch 5: val_acc = 0.2324, val_loss = 2.2935
Epoch 6: val_acc = 0.1658, val_loss = 2.2989
Epoch 7: val_acc = 0.1150, val_loss = 2.3012
Epoch 8: val_acc = 0.0986, val_loss = 2.3022
Epoch 9: val_acc = 0.0986, val_loss = 2.3026
Epoch 10: val_acc = 0.0986, val_loss = 2.3027
Epoch 11: val_acc = 0.0986, val_loss = 2.3027
Epoch 12: val_acc = 0.0986, val_loss = 2.3028
Epoch 13: val_acc = 0.0986, val_loss = 2.3028
Epoch 14: val_acc = 0.0986, val_loss = 2.3028
Epoch 15: val_acc = 0.0986, val_loss = 2.3028
Epoch 16: val_acc = 0.0986, val_loss = 2.3028
Epoch 17: val_acc = 0.0986, val_loss = 2.3028
Epoch 18: val_acc = 0.0986, val_loss = 2.3028
Epoch 19: val_acc = 0.0986, val_loss = 2.3028
Epoch 20: val_acc = 0.0986, val_loss = 2.3028
Epoch 21: val_acc = 0.0986, val_loss = 2.3028
Epoch 22: val_acc = 0.0986, val_loss = 2.3028
Epoch 23: val_acc = 0.0986, val_loss = 2.3028
Epoch 24: val_acc = 0.0986, val_loss = 2.3028
Epoch 25: val_acc = 0.0986, val_loss = 2.3028
Epoch 26: val_acc = 0.0986, val_loss = 2.3028
Epoch 27: val_acc = 0.0986, val_loss = 2.3028
Epoch 28: val_acc = 0.0986, val_loss = 2.3028
Epoch 29: val_acc = 0.0986, val_loss = 2.3028
Epoch 30: val_acc = 0.0986, val_loss = 2.3028
Test Accuracy: 0.2645
