[INFO] Training with hyperparameters: {'lr': 0.01, 'reg': 0.1, 'epochs': 30, 'batch_size': 128, 'hidden': [256, 128], 'activation': 'tanh', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.01_reg0.1_tanh_hidden256_128.npz', 'log_path': 'new_log/log_lr0.01_reg0.1_tanh_hidden256_128.txt'}
Epoch 1: val_acc = 0.1203, val_loss = 2.2907
Epoch 2: val_acc = 0.1502, val_loss = 2.2857
Epoch 3: val_acc = 0.1668, val_loss = 2.2932
Epoch 4: val_acc = 0.1775, val_loss = 2.2984
Epoch 5: val_acc = 0.1797, val_loss = 2.3009
Epoch 6: val_acc = 0.1744, val_loss = 2.3020
Epoch 7: val_acc = 0.1736, val_loss = 2.3024
Epoch 8: val_acc = 0.1189, val_loss = 2.3025
Epoch 9: val_acc = 0.0922, val_loss = 2.3026
Epoch 10: val_acc = 0.0922, val_loss = 2.3026
Epoch 11: val_acc = 0.0922, val_loss = 2.3026
Epoch 12: val_acc = 0.0922, val_loss = 2.3026
Epoch 13: val_acc = 0.0922, val_loss = 2.3026
Epoch 14: val_acc = 0.0922, val_loss = 2.3026
Epoch 15: val_acc = 0.0922, val_loss = 2.3026
Epoch 16: val_acc = 0.0922, val_loss = 2.3026
Epoch 17: val_acc = 0.0922, val_loss = 2.3026
Epoch 18: val_acc = 0.0922, val_loss = 2.3026
Epoch 19: val_acc = 0.0922, val_loss = 2.3026
Epoch 20: val_acc = 0.0922, val_loss = 2.3026
Epoch 21: val_acc = 0.0922, val_loss = 2.3026
Epoch 22: val_acc = 0.0922, val_loss = 2.3026
Epoch 23: val_acc = 0.0922, val_loss = 2.3026
Epoch 24: val_acc = 0.0922, val_loss = 2.3026
Epoch 25: val_acc = 0.0922, val_loss = 2.3026
Epoch 26: val_acc = 0.0922, val_loss = 2.3026
Epoch 27: val_acc = 0.0922, val_loss = 2.3026
Epoch 28: val_acc = 0.0922, val_loss = 2.3026
Epoch 29: val_acc = 0.0922, val_loss = 2.3026
Epoch 30: val_acc = 0.0922, val_loss = 2.3026
Test Accuracy: 0.1424
