[INFO] Training with hyperparameters: {'lr': 0.1, 'reg': 0.01, 'epochs': 30, 'batch_size': 128, 'hidden': [256, 128], 'activation': 'relu', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.1_reg0.01_relu_hidden256_128.npz', 'log_path': 'new_log/log_lr0.1_reg0.01_relu_hidden256_128.txt'}
Epoch 1: val_acc = 0.2193, val_loss = 2.1881
Epoch 2: val_acc = 0.2574, val_loss = 2.2165
Epoch 3: val_acc = 0.2625, val_loss = 2.2547
Epoch 4: val_acc = 0.2627, val_loss = 2.2795
Epoch 5: val_acc = 0.2436, val_loss = 2.2924
Epoch 6: val_acc = 0.2111, val_loss = 2.2983
Epoch 7: val_acc = 0.1830, val_loss = 2.3008
Epoch 8: val_acc = 0.1285, val_loss = 2.3019
Epoch 9: val_acc = 0.0971, val_loss = 2.3023
Epoch 10: val_acc = 0.0971, val_loss = 2.3025
Epoch 11: val_acc = 0.0971, val_loss = 2.3025
Epoch 12: val_acc = 0.0971, val_loss = 2.3025
Epoch 13: val_acc = 0.0971, val_loss = 2.3026
Epoch 14: val_acc = 0.0971, val_loss = 2.3026
Epoch 15: val_acc = 0.0971, val_loss = 2.3026
Epoch 16: val_acc = 0.0971, val_loss = 2.3026
Epoch 17: val_acc = 0.0971, val_loss = 2.3026
Epoch 18: val_acc = 0.0971, val_loss = 2.3026
Epoch 19: val_acc = 0.0971, val_loss = 2.3026
Epoch 20: val_acc = 0.0971, val_loss = 2.3026
Epoch 21: val_acc = 0.0971, val_loss = 2.3026
Epoch 22: val_acc = 0.0971, val_loss = 2.3026
Epoch 23: val_acc = 0.0971, val_loss = 2.3026
Epoch 24: val_acc = 0.0971, val_loss = 2.3026
Epoch 25: val_acc = 0.0971, val_loss = 2.3026
Epoch 26: val_acc = 0.0971, val_loss = 2.3026
Epoch 27: val_acc = 0.0971, val_loss = 2.3026
Epoch 28: val_acc = 0.0971, val_loss = 2.3026
Epoch 29: val_acc = 0.0971, val_loss = 2.3026
Epoch 30: val_acc = 0.0971, val_loss = 2.3026
Test Accuracy: 0.2567
