[INFO] Training with hyperparameters: {'lr': 0.01, 'reg': 0.01, 'epochs': 30, 'batch_size': 128, 'hidden': [512, 256], 'activation': 'sigmoid', 'decay_every': 10, 'decay_rate': 0.5, 'output_path': '../ckpt/best_model_lr0.01_reg0.01_sigmoid_hidden512_256.npz', 'log_path': 'new_log/log_lr0.01_reg0.01_sigmoid_hidden512_256.txt'}
Epoch 1: val_acc = 0.1016, val_loss = 2.3839
Epoch 2: val_acc = 0.1016, val_loss = 2.3480
Epoch 3: val_acc = 0.1016, val_loss = 2.3282
Epoch 4: val_acc = 0.1016, val_loss = 2.3168
Epoch 5: val_acc = 0.1016, val_loss = 2.3101
Epoch 6: val_acc = 0.1016, val_loss = 2.3061
Epoch 7: val_acc = 0.1016, val_loss = 2.3038
Epoch 8: val_acc = 0.1016, val_loss = 2.3025
Epoch 9: val_acc = 0.1016, val_loss = 2.3017
Epoch 10: val_acc = 0.1016, val_loss = 2.3014
Epoch 11: val_acc = 0.1016, val_loss = 2.3012
Epoch 12: val_acc = 0.1016, val_loss = 2.3012
Epoch 13: val_acc = 0.1016, val_loss = 2.3011
Epoch 14: val_acc = 0.1014, val_loss = 2.3011
Epoch 15: val_acc = 0.1016, val_loss = 2.3011
Epoch 16: val_acc = 0.1012, val_loss = 2.3011
Epoch 17: val_acc = 0.1016, val_loss = 2.3012
Epoch 18: val_acc = 0.1033, val_loss = 2.3012
Epoch 19: val_acc = 0.1037, val_loss = 2.3012
Epoch 20: val_acc = 0.1053, val_loss = 2.3013
Epoch 21: val_acc = 0.1057, val_loss = 2.3013
Epoch 22: val_acc = 0.1066, val_loss = 2.3013
Epoch 23: val_acc = 0.1070, val_loss = 2.3014
Epoch 24: val_acc = 0.1084, val_loss = 2.3014
Epoch 25: val_acc = 0.1088, val_loss = 2.3014
Epoch 26: val_acc = 0.1100, val_loss = 2.3014
Epoch 27: val_acc = 0.1105, val_loss = 2.3015
Epoch 28: val_acc = 0.1109, val_loss = 2.3015
Epoch 29: val_acc = 0.1119, val_loss = 2.3015
Epoch 30: val_acc = 0.1137, val_loss = 2.3015
Test Accuracy: 0.1218
